anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
4124,tt1438254,Charlie struggles to work his right arm.,He struggles to work his right arm.,['He struggles to work his right arm.']
4125,tt1438254,"Charlie stumbles onward, gripping a piece of drift.","He stumbles onward, gripping a piece of drift.","['He stumbles onward.', 'He grips a piece of drift.']"
4126,tt1438254,Charlie continues heavily on the lawn.,He continues heavily on the lawn.,['He continues heavily on the lawn.']
4127,tt1438254,Charlie makes his way on the beach of a nearby cove door.,He makes his way on the beach of a nearby cove door.,"['He makes his way on the beach.', 'He is of a nearby cove.']"
4128,tt1438254,"In a crevice between the rocks, Charlie sees a body.","In a crevice between the rocks, he sees a body.",['He sees a body in a crevice between the rocks.']
4129,tt1438254,Charlie teeth chatter as Charlie treads forward.,He teeth chatter as he treads forward.,['He teeth chatter as he treads forward.']
4130,tt1438254,Charlie weakly crawls up to the figure and sees that it's Tess,He weakly crawls up to the figure and sees that it's her.,"['He weakly crawls up to the figure.', ""He sees that it's her.""]"
4131,tt1438254,"Charlie hovers over her for a moment, then lies down beside her and feels her pulse.","He hovers over her for a moment, then lies down beside her and feels her pulse.","['He hovers over her for a moment.', 'He lies down beside her.', 'He feels her pulse.']"
4132,tt1438254,Charlie pushes her jacket open.,He pushes her jacket open.,['He pushes her jacket open.']
4133,tt1438254,Charlie parts the bib of her wader shirt beneath it.,She parts the bib of her wader shirt beneath it.,"['She parts the bib of her wader shirt.', 'She parts it beneath it.']"
4134,tt1438254,Charlie tries to open shirt beneath it.,He tries to open his shirt beneath it.,"['He tries to open his shirt.', 'He is beneath it.']"
4135,tt1438254,Exposing her bare stomach and black sports bra.,Exposing her bare stomach and black sports bra.,"['She exposes her bare stomach.', 'She exposes her black sports bra.']"
4136,tt1438254,"Working from inside her jacket, Charlie pulls her limp body toward his and cradles her head in the crook of his other arm.","Working from inside her jacket, he pulls her limp body toward him and cradles her head in the crook of his other arm.","['Working from inside her jacket, he pulls her limp body toward him.', 'He cradles her head in the crook of his other arm.']"
4137,tt1438254,"As Charlie holds her tightly, the picture fades to black.","As he holds her tightly, the picture fades to black.","['As he holds her tightly, the picture fades to black.']"
4138,tt1438254,Charlie panting as Charlie continues to embrace Tess,He continues to embrace her.,['He continues to embrace her.']
4139,tt1438254,"Charlie presses his lips to her forehead, breathing heavily against her.","He presses his lips to her forehead, breathing heavily against her.","['He presses his lips to her forehead.', 'He breathes heavily against her.']"
4140,tt1438254,"Now, the two sleep, a breeze ruffles Tess's hair and jacket and a brilliant light shines down on them.","Now, they sleep, a breeze ruffles her hair and jacket and a brilliant light shines down on them.","['They sleep.', 'A breeze ruffles her hair and jacket.', 'A brilliant light shines down on them.']"
4141,tt1438254,Charlie wakes up.,He wakes up.,['He wakes up.']
4142,tt1438254,Charlie groggily awakens.,He groggily awakens.,['He groggily awakens.']
4143,tt1438254,Charlie flinging it off.,He flinging it off.,['He flings it off.']
4144,tt1438254,Charlie tearfully knits his brow.,He tearfully knits his brow.,['He tearfully knits his brow.']
4145,tt1438254,His chin quavers and Charlie heaves a relieved sigh.,His chin quavers and he heaves a relieved sigh.,"['His chin quavers.', 'He heaves a relieved sigh.']"
4146,tt1438254,Three butterflies cover a laceration on his temple.,Three butterflies cover a laceration on his temple.,['Three butterflies cover a laceration on his temple.']
4147,tt1438254,"Charlie blinks, then gives a faint wince and furrows his brow.","He blinks, then gives a faint wince and furrows his brow.","['He blinks.', 'He gives a faint wince.', 'He furrows his brow.']"
4148,tt1438254,"Charlie swallows repeatedly, grabs a cup from a nearby table and downs its contents.","He swallows repeatedly, grabs a cup from a nearby table and downs its contents.","['He swallows repeatedly.', 'He grabs a cup from a nearby table.', 'He downs its contents.']"
4149,tt1438254,Charlie pours some water from a pitcher and hands it over.,He pours some water from a pitcher and hands it over.,"['He pours some water from a pitcher.', 'He hands it over.']"
4150,tt1438254,Alistair nods and offers his friend a smile.,He nods and offers his friend a smile.,"['He nods.', 'He offers his friend a smile.']"
4151,tt1438254,"Grinning to himself, Charlie settles back on his pillows.",He settles back on his pillows.,['He settles back on his pillows.']
4152,tt1438254,"Now, a two-story home surrounded by greenery stands on a low rise overlooking the water.","Now, a two-story home surrounded by greenery stands on a low rise overlooking the water.","['Now, a two-story home stands on a low rise.', 'The home is surrounded by greenery.', 'The home overlooks the water.']"
4153,tt1438254,"On the porch, Tess sits solemnly in a wicker chair with Bobo lying on the ground beside her.","On the porch, she sits solemnly in a wicker chair with him lying on the ground beside her.","['She sits solemnly in a wicker chair with him lying on the ground beside her.', 'She sits solemnly in a wicker chair with him lying on the ground beside her.']"
4154,tt1438254,"Gazing out at the bay, Tess stands and steps forward.","Gazing out at the bay, she stands and steps forward.",['She stands and steps forward.']
4155,tt1438254,Charlie boat sails toward her.,He sails toward her.,['He sails toward her.']
4156,tt1438254,Tess watches it with an intense stare.,She watches it with an intense stare.,"['She watches it.', 'She stares at it intensely.']"
4157,tt1438254,"Later, Tess treads down a long dock jutting into the water.","Later, she treads down a long dock jutting into the water.",['She treads down a long dock jutting into the water.']
4158,tt1438254,Charlie grins at her from atop the cabin of his boat.,He grins at her from atop the cabin of his boat.,['He grins at her from atop the cabin of his boat.']
4159,tt1438254,Tess smiles and bashfully bites her lower lip.,She smiles and bashfully bites her lower lip.,"['She smiles.', 'She bashfully bites her lower lip.']"
4160,tt1438254,"Now, Tess helps him tie his boat to the dock.","Now, she helps him tie his boat to the dock.",['She helps him tie his boat to the dock.']
4161,tt1438254,Charlie averts his gaze.,He averts his gaze.,['He averts his gaze.']
4162,tt1438254,Tess pats the boat's deck.,He pats the boat's deck.,"[""He pats the boat's deck.""]"
4163,tt1438254,Charlie stares after her as Charlie walks away.,He stares after her as he walks away.,"['He stares after her.', 'He walks away.']"
4164,tt1438254,"With a shocked look, Tess stops and turns back to him.","With a shocked look, she stops and turns back to him.","['With a shocked look, she stops.', 'She turns back to him.']"
4165,tt1438254,"Tess shakes her head, her lips parted.","She shakes her head, her lips parted.","['She shakes her head.', 'Her lips are parted.']"
4166,tt1438254,"Charlie strolls over, his eyes fixed on her perplexed face.","He strolls over, his eyes fixed on her perplexed face.","['He strolls over.', 'His eyes are fixed on her perplexed face.']"
4167,tt1438254,Tess blinks at him as Charlie holds her gaze.,She blinks at him as he holds her gaze.,"['She blinks at him.', 'He holds her gaze.']"
4168,tt1438254,"Glancing down, Tess bites her lower lip, then tightens her mouth into a thoughtful line.","Glancing down, she bites her lower lip, then tightens her mouth into a thoughtful line.","['Glancing down, she bites her lower lip.', 'Then she tightens her mouth into a thoughtful line.']"
4169,tt1438254,A faint smile appears.,A faint smile appears.,['A faint smile appears.']
4170,tt1438254,Charlie jerks his head.,He jerks his head.,['He jerks his head.']
4171,tt1438254,"Grinning, Charlie holds out his hand.",He holds out his hand.,['He holds out his hand.']
4172,tt1438254,Sunlight shines on his upturned palm as Tess places her hand in his.,Sunlight shines on his upturned palm as she places her hand in his.,"['Sunlight shines on his upturned palm.', 'She places her hand in his.']"
4173,tt1438254,"Now, light shines through the windows into the empty cabin.","Now, light shines through the windows into the empty cabin.","['Now, light shines through the windows.', 'It goes into the empty cabin.']"
4174,tt1438254,Charlie glances at his watch.,He glances at his watch.,['He glances at his watch.']
4175,tt1438254,Charlie walks slowly and stop.,He walks slowly and stop.,"['He walks slowly.', 'He stops.']"
4176,tt1438254,"Squinting in the light, Charlie clenches his jaw.","Squinting in the light, he clenches his jaw.","['Squinting in the light, he clenches his jaw.']"
4177,tt1438254,"Later, Charlie strolls into the glade.","Later, he strolls into the glade.","['Later, he strolls into the glade.']"
4178,tt1438254,His arms hang loosely at his sides as Charlie scans his eyes over the clearing.,His arms hang loosely at his sides as he scans his eyes over the clearing.,"['His arms hang loosely at his sides.', 'He scans his eyes over the clearing.']"
4179,tt1438254,Charlie stares sadly at the place where Sam used to wait for him.,He stares sadly at the place where he used to wait for him.,"['He stares sadly at the place.', 'He used to wait for him.']"
4180,tt1438254,Sam appears behind him.,He appears behind him.,['He appears behind him.']
4181,tt1438254,"Charlie turns slightly, still unable to see his brother.","He turns slightly, still unable to see his brother.","['He turns slightly.', 'He is still unable to see his brother.']"
4182,tt1438254,"Charlie stares into the trees, his brow creased and the corners of his mouth turn down slightly.","He stares into the trees, his brow creased and the corners of his mouth turn down slightly.","['He stares into the trees.', 'His brow is creased.', 'The corners of his mouth turn down slightly.']"
4183,tt1438254,"Charlie squats, resting his arms on is bent legs.","He squats, resting his arms on his bent legs.","['He squats.', 'He rests his arms on his bent legs.']"
4184,tt1438254,Sam squats a few yards back with his eyes on his older brother's anguished face.,He squats a few yards back with his eyes on his older brother's anguished face.,"[""He squats a few yards back with his eyes on his older brother's anguished face.""]"
4185,tt1438254,Charlie rises.,He rises.,['He rises.']
4186,tt1438254,"Charlie shifts his eyes over Sam spot during their games of catch, then turns away and starts to trudge out of the glade.","He shifts his eyes over her spot during their games of catch, then turns away and starts to trudge out of the glade.","['He shifts his eyes over her spot.', 'During their games of catch, he turns away.', 'He starts to trudge out of the glade.']"
4187,tt1438254,Charlie abruptly turns back to the empty clearing.,He abruptly turns back to the empty clearing.,['He abruptly turns back to the empty clearing.']
4188,tt1438254,His gaze over.,His gaze over.,['His gaze over.']
4189,tt1438254,Then sunlight seeps through the trees as Charlie goes on his way.,Then sunlight seeps through the trees as he goes on his way.,"['Sunlight seeps through the trees.', 'He goes on his way.']"
4190,tt1438254,Tess stands waiting for Charlie,He stands waiting for him.,['He stands waiting for him.']
4191,tt1428538,They pause at the edge of the clearing.,They pause at the edge of the clearing.,['They pause at the edge of the clearing.']
4192,tt1428538,where they behold an amazing house made of candy and pastries.,where they behold an amazing house made of candy and pastries.,"['They behold an amazing house.', 'The house is made of candy and pastries.']"
4193,tt1428538,"The children cautiously walk through the compound up to the house, looking around as they go.","They cautiously walk through the compound up to the house, looking around as they go.","['They cautiously walk through the compound.', 'They walk up to the house.', 'They look around as they go.']"
4194,tt1428538,They stop and exchange a glance before they charge to the door and pound on it.,They stop and exchange a glance before they charge to the door and pound on it.,"['They stop and exchange a glance.', 'They charge to the door and pound on it.']"
4195,tt1428538,the boy breaks off a piece of the house and starts to eat it.,He breaks off a piece of the house and starts to eat it.,"['He breaks off a piece of the house.', 'He starts to eat it.']"
4196,tt1428538,The girl picks off a piece near her and tastes it as well.,She picks off a piece near her and tastes it as well.,"['She picks off a piece near her.', 'She tastes it as well.']"
4197,tt1428538,"As the siblings chew, the door to the cottage creaks open.","As they chew, the door to the cottage creaks open.","['As they chew, the door to the cottage creaks open.']"
4198,tt1428538,"With an unnerved look at each other, the duo enters the house hesitantly.","With an unnerved look at each other, they enter the house hesitantly.","['With an unnerved look at each other, they enter the house hesitantly.']"
4199,tt1428538,and the door slowly closes behind them.,and the door slowly closes behind them.,['The door slowly closes behind them.']
4200,tt1428538,"Inside, flames light on candles around the room.","Inside, flames light on candles around the room.","['Inside, flames light on candles around the room.']"
4201,tt1428538,The kids grab hold of one another.,They grab hold of one another.,['They grab hold of one another.']
4202,tt1428538,as they suddenly see the twisted silhouette of a figure watching them.,as they suddenly see the twisted silhouette of him watching them.,"['They see the twisted silhouette of him watching them.', 'They suddenly see the twisted silhouette of him watching them.']"
4203,tt1428538,The siblings clutch each other in fright.,They clutch each other in fright.,['They clutch each other in fright.']
4204,tt1428538,as a disfigured witch with rotted teeth walks into the light.,as a disfigured witch with rotted teeth walks into the light.,['As a disfigured witch with rotted teeth walks into the light.']
4205,tt1428538,eyeing them with an evil smirk.,He eyes them with an evil smirk.,['He eyes them with an evil smirk.']
4206,tt1428538,"Later, the young boy is imprisoned in a cage.","Later, he is imprisoned in a cage.",['He is imprisoned in a cage.']
4207,tt1428538,while his shackled sister looks on.,while her shackled sister looks on.,['Her shackled sister looks on.']
4208,tt1428538,The witch strikes her and Gretel falls.,The witch strikes her and she falls.,"['The witch strikes her.', 'She falls.']"
4209,tt1428538,The witch attempts to force feed the boy.,He attempts to force feed him.,['He attempts to force feed him.']
4210,tt1428538,The girl pulls out a loose nail.,She pulls out a loose nail.,['She pulls out a loose nail.']
4211,tt1428538,and pockets it as the witch grabs her and holds a knife to her throat.,and pockets it as he grabs her and holds a knife to her throat.,"['He pockets it as he grabs her.', 'He holds a knife to her throat.']"
4212,tt1428538,Her brother reluctantly eats.,He reluctantly eats.,['He reluctantly eats.']
4213,tt1428538,A fire blazes in an oven.,A fire blazes in an oven.,['A fire blazes in an oven.']
4214,tt1428538,The witch slams her knife into a stool.,She slams her knife into a stool.,"['She slams her knife.', 'She slams it into a stool.']"
4215,tt1428538,"and moves to the cage, grabbing the boy.","and moves to the cage, grabbing him.","['He moves to the cage.', 'He grabs him.']"
4216,tt1428538,"As she and the boy struggle, the girl picks the lock on her chain with the nail until it pops open.","As she and he struggle, she picks the lock on her chain with the nail until it pops open.","['She and he struggle.', 'She picks the lock on her chain with the nail until it pops open.']"
4217,tt1428538,The witch then opens the oven door.,She then opens the oven door.,['She then opens the oven door.']
4218,tt1428538,The girl runs to the stool and picks up the knife.,She runs to the stool and picks up the knife.,"['She runs to the stool.', 'She picks up the knife.']"
4219,tt1428538,The witch slowly turns around to her.,The witch slowly turns around to her.,['The witch slowly turns around to her.']
4220,tt1428538,and fires a bolt from her wand.,and fires a bolt from her wand.,['She fires a bolt from her wand.']
4221,tt1428538,It shoots right through the girl doing no harm.,It shoots right through her doing no harm.,"['It shoots right through her.', 'She does no harm.']"
4222,tt1428538,The girl stabs her repeatedly with the knife.,She stabs her repeatedly with the knife.,['She stabs her repeatedly with the knife.']
4223,tt1428538,"As the hut collapses, the girl frees her brother.","As the hut collapses, he frees him.","['As the hut collapses.', 'He frees him.']"
4224,tt1428538,"Behind them, the witch slowly gets to her feet spitting blood.","Behind them, she slowly gets to her feet spitting blood.","['She slowly gets to her feet.', 'She spits blood.']"
4225,tt1428538,The boy strikes the witch with the log causing her to fall back into the oven.,He strikes her with the log causing her to fall back into the oven.,"['He strikes her with the log.', 'The log causes her to fall back into the oven.']"
4226,tt1428538,The siblings yank on a chain that closes the furnace as they watch her burn.,They yank on a chain that closes the furnace as they watch her burn.,"['They yank on a chain.', 'The chain closes the furnace.', 'They watch her burn.']"
4227,tt1428538,Over a gust of flames.,Over a gust of flames.,['Over a gust of flames.']
4228,tt1428538,An etching of a town surrounded by mountains.,An etching of a town surrounded by mountains.,"['An etching of a town.', 'The town is surrounded by mountains.']"
4229,tt1428538,A lost child poster burns in a dark forest.,A lost child poster burns in a dark forest.,"['A lost child poster burns.', 'It is in a dark forest.']"
4230,tt1428538,A drawing of a monster chasing three children.,A drawing of a monster chasing three children.,"['A drawing of a monster.', 'The monster is chasing three children.']"
4231,tt1428538,"under the headline, ""Child Saved by Hansel and Gretel"".","under the headline, ""Child Saved by them"".","['under the headline, Child Saved by them.']"
4232,tt1428538,An engraving of hanging witches.,An engraving of hanging witches.,['An engraving of hanging witches.']
4233,tt1428538,An etching of the two children restraining a witch as she burns over a pyre.,An etching of them restraining a witch as she burns over a pyre.,"['An etching of them restraining a witch.', 'The witch burns over a pyre.']"
4234,tt1428538,The girl shoots her crossbow and beheads a witch flying on a broomstick.,She shoots her crossbow and beheads a witch flying on a broomstick.,"['She shoots her crossbow.', 'She beheads a witch flying on a broomstick.']"
4235,tt1428538,A silhouette standing in the flames shoots a burning arrow past some towns people.,A silhouette standing in the flames shoots a burning arrow past some towns people.,"['A silhouette standing in the flames shoots a burning arrow past some towns people.', 'A silhouette standing in the flames shoots a burning arrow.', 'A silhouette standing in the flames shoots past some towns people.']"
4236,tt1428538,Another headline: Meadow witch killed.,Another headline: She killed.,['She kills.']
4237,tt1428538,"'Heroes, Hansel and Gretel, swamp witch dead' over a picture of two young adults spearing a prostrate witch.","Heroes, he and she, swamp witch dead over a picture of two young adults spearing a prostrate witch.","['He and she are heroes.', 'The witch is dead over a picture of two young adults spearing a prostrate witch.']"
4238,tt1428538,The numerous dark outlines of trees have missing children posters attached to them.,The numerous dark outlines of trees have missing children posters attached to them.,['The numerous dark outlines of trees have missing children posters attached to them.']
4239,tt1428538,"From out of nowhere, an arrow pins a sheet of paper to a tree.","From out of nowhere, an arrow pins a sheet of paper to a tree.",['An arrow pins a sheet of paper to a tree.']
4240,tt1428538,The poster is consumed by flames.,The poster is consumed by flames.,['The poster is consumed by flames.']
4241,tt1428538,a man unloads jugs of milk featuring a drawing of a young boy's face on them.,He unloads jugs of milk featuring a drawing of a young boy's face on them.,"['He unloads jugs of milk.', ""The jugs of milk feature a drawing of a young boy's face on them.""]"
4242,tt1428538,A teenage boy grabs one and runs towards a gathering of townspeople.,A teenage boy grabs one and runs towards a gathering of townspeople.,"['A teenage boy grabs one.', 'He runs towards a gathering of townspeople.']"
4243,tt1428538,Berringer immerses the captive woman's head in a barrel of water.,He immerses the captive woman's head in a barrel of water.,"[""He immerses the captive woman's head in a barrel of water.""]"
4244,tt1428538,The woman struggles with her captors.,She struggles with her captors.,['She struggles with her captors.']
4245,tt1428538,as a man in his 50s approaches.,as he approaches.,['He approaches.']
4246,tt1428538,The Mayor turns to the crowd.,He turns to the crowd.,['He turns to the crowd.']
4247,tt1428538,A gun appears at pointblank range near Berringer head.,A gun appears at pointblank range near him.,['A gun appears at pointblank range near him.']
4248,tt1428538,They disperse as Hansel turns to Mina a young woman with light hair.,They disperse as he turns to her a young woman with light hair.,"['They disperse.', 'He turns to her.', 'She is a young woman with light hair.']"
4249,tt1428538,Gretel headbutts the Sheriff.,He headbutts her.,['He headbutts her.']
4250,tt1428538,His deputies grab their guns but Hansel aims at them first.,His deputies grab their guns but he aims at them first.,"['His deputies grab their guns.', 'He aims at them first.']"
4251,tt1428538,Hansel lowers his gun.,He lowers his gun.,['He lowers his gun.']
4252,tt1428538,"On the ground, Berringer grasps his bloody nose.","On the ground, he grasps his bloody nose.",['He grasps his bloody nose.']
4253,tt1428538,"Gretel a young woman with dark hair and an athletic build, kicks down the door of an isolated cottage in the woods.",She kicks down the door of an isolated cottage in the woods.,"['She kicks down the door.', 'She enters the isolated cottage in the woods.']"
4254,tt1428538,Gretel points her crossbow at a witch with scaly skin and black hair who turns.,She points her crossbow at him who turns.,"['She points her crossbow at him.', 'He turns.']"
4255,tt1428538,and raises her hands to her head.,and raises her hands to her head.,['She raises her hands to her head.']
4256,tt1428538,The hag throws a dagger at Gretel,The hag throws a dagger at her.,"['The hag throws a dagger.', 'The dagger is thrown at her.']"
4257,tt1428538,who catches it with the end of her crossbow.,who catches it with the end of her crossbow.,['who catches it with the end of her crossbow.']
4258,tt1428538,and shoots at the witch.,and shoots at her.,['He shoots at her.']
4259,tt1428538,The witch dodges the bolts.,The witch dodges the bolts.,['The witch dodges the bolts.']
4260,tt1428538,"grabs her broom and flies through a window, breaking some wooden panes as Muriel bursts through.","grabs her broom and flies through a window, breaking some wooden panes as she bursts through.","['She grabs her broom.', 'She flies through a window.', 'She breaks some wooden panes as she bursts through.']"
4261,tt1428538,As Muriel soars through the forest.,As she soars through the forest.,['She soars through the forest.']
4262,tt1428538,Muriel is shot and is sent crashing to the ground.,She is shot and is sent crashing to the ground.,"['She is shot.', 'She is sent crashing to the ground.']"
4263,tt1428538,"Hansel a young muscular man with dark hair, stands nearby with his gun on his shoulder.",He stands nearby with his gun on his shoulder.,['He stands nearby with his gun on his shoulder.']
4264,tt1428538,his foot resting on the witch's broomstick.,his foot resting on her broomstick.,['his foot rests on her broomstick.']
4265,tt1428538,As the witch scurries away.,As he scurries away.,['He scurries away.']
4266,tt1428538,Hansel shoots then runs after her in pursuit.,He shoots then runs after her in pursuit.,"['He shoots then runs after her.', 'She is in pursuit.']"
4267,tt1428538,The witch grabs her wand and fires at him.,She grabs her wand and fires at him.,"['She grabs her wand.', 'She fires at him.']"
4268,tt1428538,but the dark energy bounces off him.,but the dark energy bounces off him.,['The dark energy bounces off him.']
4269,tt1428538,"Muriel then casts a spell and barrier of tall, thin trees raises in front of him.","He casts a spell and barrier of tall, thin trees raises in front of him.","['He casts a spell.', 'A barrier of tall, thin trees raises in front of him.']"
4270,tt1428538,Hansel weakens the barrier by shooting at it and then runs through.,He weakens the barrier by shooting at it and then runs through.,"['He weakens the barrier by shooting at it.', 'He then runs through.']"
4271,tt1428538,"Nearby, Gretel listens to the sounds of battle.","Nearby, she listens to the sounds of battle.",['She listens to the sounds of battle.']
4272,tt1428538,"The witch continues on her flight, a demon-like quality giving her speed and agility through the obstacles of the forest.","She continues on her flight, a demon-like quality giving her speed and agility through the obstacles of the forest.","['She continues on her flight.', 'A demon-like quality gives her speed and agility through the obstacles of the forest.']"
4273,tt1428538,as Hansel pursues closely behind.,as he pursues closely behind.,['He pursues closely behind.']
4274,tt1428538,"As the witch pulls ahead, Gretel flies out of the underbrush and tackles her to the ground.","As he pulls ahead, she flies out of the underbrush and tackles her to the ground.","['She flies out of the underbrush and tackles her to the ground.', 'He pulls ahead.']"
4275,tt1428538,Hansel catches up with the witch and the two of them exchange blows.,He catches up with her and the two of them exchange blows.,"['He catches up with her.', 'The two of them exchange blows.']"
4276,tt1428538,Gretel strikes the witch.,He strikes her.,['He strikes her.']
4277,tt1428538,Hansel is blinded as the hag throws dirt in his eyes.,He is blinded as the hag throws dirt in his eyes.,"['He is blinded.', 'The hag throws dirt in his eyes.']"
4278,tt1428538,Hansel catches the witch and slams her body into the ground.,He catches her and slams her body into the ground.,"['He catches her.', 'He slams her body into the ground.']"
4279,tt1428538,The witch gets up and turns to flee.,She gets up and turns to flee.,"['She gets up.', 'She turns to flee.']"
4280,tt1428538,"Gretel somersaults, grabs her crossbow and shoots the witch in the ankle.","She somersaults, grabs her crossbow and shoots him in the ankle.","['She somersaults.', 'She grabs her crossbow.', 'She shoots him in the ankle.']"
4281,tt1428538,Gretel heaves the weapon over a branch and pulls on a string attached to the arrow.,She heaves the weapon over a branch and pulls on a string attached to the arrow.,"['She heaves the weapon over a branch.', 'She pulls on a string attached to the arrow.']"
4282,tt1428538,Dragging the witch until Gretel hangs suspended in the air by her foot.,Dragging her until she hangs suspended in the air by her foot.,['She drags her until she hangs suspended in the air by her foot.']
4283,tt1428538,Hansel snatches the witches wand away from her.,He snatches her wand away from her.,['He snatches her wand away from her.']
4284,tt1428538,The witch flails in mid-air as the siblings watch.,The siblings watch as she flails in mid-air.,['The siblings watch as she flails in mid-air.']
4285,tt1428538,Hansel strikes her with his gun.,He strikes her with his gun.,['He strikes her with his gun.']
4286,tt1428538,Gretel unrolls a scroll.,She unrolls a scroll.,['She unrolls a scroll.']
4287,tt1428538,Hansel checks his wrist-timer.,He checks his wrist-timer.,['He checks his wrist-timer.']
4288,tt1428538,Hansel injects a substance into his thigh.,He injects a substance into his thigh.,['He injects a substance into his thigh.']
4289,tt1428538,"Later, a man fills a water bowl for two dogs.","Later, he fills a water bowl for two dogs.",['He fills a water bowl for two dogs.']
4290,tt1428538,"Inside, Berringer throws the boot on the table.",He throws the boot on the table.,"['He throws the boot.', 'He throws it on the table.']"
4291,tt1428538,The Sheriff sits facing a few burly men.,He sits facing a few burly men.,['He sits facing a few burly men.']
4292,tt1428538,Berringer throws a pouch down in front of the men.,He throws a pouch down in front of them.,"['He throws a pouch.', 'He throws it down in front of them.']"
4293,tt1428538,Coins spill out catching the mercenaries attention.,Coins spill out catching their attention.,"['Coins spill out.', 'They catch their attention.']"
4294,tt1428538,"Outside, a large man with long, blonde hair takes the dogs and leads the men out of town.","Outside, he takes the dogs and leads the men out of town.",['He takes the dogs and leads the men out of town.']
4295,tt1428538,Berringer watches then saunters off smoking a pipe.,He watches then saunters off smoking a pipe.,"['He watches then saunters off.', 'He smokes a pipe.']"
4296,tt1428538,"Deep in the dark forest, an unbroken swathe of trees stretches to the horizon.","Deep in the dark forest, an unbroken swathe of trees stretches to the horizon.","['Deep in the dark forest, an unbroken swathe of trees stretches to the horizon.']"
4297,tt1428538,A fire is lit in a small clearing.,A fire is lit in a small clearing.,"['A fire is lit.', 'It is lit in a small clearing.']"
4298,tt1428538,The light casts eerily shadows into the gloom as the nervous trackers huddle around the meager flames.,The light casts eerily shadows into the gloom as they huddle around the meager flames.,"['The light casts eerily shadows into the gloom.', 'They huddle around the meager flames.']"
4299,tt1428538,One of the men picks up a bone and casts it to the dogs.,One of them picks up a bone and casts it to the dogs.,"['One of them picks up a bone.', 'He casts it to the dogs.']"
4300,tt1428538,The men turn to the ignored bone and notice that the dogs are missing.,The men turn to the ignored bone and notice that the dogs are missing.,"['The men turn to the ignored bone.', 'They notice that the dogs are missing.']"
4301,tt1428538,"They look up to see a beautiful woman with long, dark hair.","They look up to see a beautiful woman with long, dark hair.","['They look up to see a beautiful woman.', 'She has long, dark hair.']"
4302,tt1428538,"standing at the edge of the firelight, flanked by the two dogs.","standing at the edge of the firelight, flanked by the two dogs.","['Standing at the edge of the firelight.', 'Flanked by the two dogs.']"
4303,tt1428538,The slowly get up and approach the stranger.,The slowly get up and approach him.,"['The slowly get up.', 'The slowly approach him.']"
4304,tt1428538,The woman morphs into a witch and the dogs attack their owner.,The woman morphs into a witch and the dogs attack their owner.,"['The woman morphs into a witch.', 'The dogs attack their owner.']"
4305,tt1428538,They scatter.,They scatter.,['They scatter.']
4306,tt1428538,Muriel casts a spell causing vines to ensnare and suspend a tracker in midair.,She casts a spell causing vines to ensnare and suspend him in midair.,"['She casts a spell.', 'The spell causes vines to ensnare him.', 'The spell causes him to be suspended in midair.']"
4307,tt1428538,Stretching his limbs out in all four directions.,Stretching his limbs out in all four directions.,['He stretches his limbs out in all four directions.']
4308,tt1428538,"With a sweep of her wand, the man's limbs are torn from his core and drop to the ground with a thud.","With a sweep of her wand, his limbs are torn from his core and drop to the ground with a thud.","['With a sweep of her wand, his limbs are torn from his core.', 'His limbs drop to the ground with a thud.']"
4309,tt1428538,The witch then intercepts the remaining hunter.,Then he intercepts the remaining hunter.,['Then he intercepts the remaining hunter.']
4310,tt1428538,Muriel touches his forehead.,He touches his forehead.,['He touches his forehead.']
4311,tt1428538,"and, suddenly, creepy crawlers begin to slither around under his skin.","and, suddenly, creepy crawlers begin to slither around under his skin.","['Creepy crawlers begin to slither.', 'They slither around under his skin.']"
4312,tt1428538,The hunter's eyes roll slightly.,His eyes roll slightly.,['His eyes roll slightly.']
4313,tt1428538,as he starts to dig into the mulch.,as he starts to dig into the mulch.,['He starts to dig into the mulch.']
4314,tt1428538,and devour the insects within.,and devour the insects within.,['and devour the insects within.']
4315,tt1428538,The witch watches and snickers.,She watches and snickers.,"['She watches him.', 'She snickers.']"
4316,tt1428538,"Later, Jackson Hansel and Gretel sit in a pub.","Later, they sit in a pub.",['They sit in a pub.']
4317,tt1428538,The survivor from the forest staggers into the pub.,He staggers into the pub.,['He staggers into the pub.']
4318,tt1428538,He stumbles toward the center of the pub.,He stumbles toward the center of the pub.,['He stumbles toward the center of the pub.']
4319,tt1428538,The tracker starts to gag and retch.,He starts to gag and retch.,"['He starts to gag.', 'He retches.']"
4320,tt1428538,Hansel moves Ben in front of him as a shield.,He moves him in front of him as a shield.,"['He moves him in front of him.', 'He uses him as a shield.']"
4321,tt1428538,The man explodes from his stomach sending gore flying in all directions.,He explodes from his stomach sending gore flying in all directions.,"['He explodes from his stomach.', 'Gore is flying in all directions.']"
4322,tt1428538,Maggots lie among the remains of the tracker.,Maggots lie among the remains of it.,['Maggots lie among the remains of it.']
4323,tt1428538,Gretel wipes away from some debris.,She wipes away from some debris.,['She wipes away from some debris.']
4324,tt1428538,"In the dark forest, amid the dense tangle of narrow trees.","In the dark forest, amid the dense tangle of narrow trees.","['In the dark forest, amid the dense tangle of narrow trees.']"
4325,tt1428538,a tree root snakes across the ground.,a tree root snakes across the ground.,['A tree root snakes across the ground.']
4326,tt1428538,and buries deep into the earth to the witches lair.,and buries deep into the earth to her lair.,"['and buries deep into the earth', 'to her lair']"
