text_gt,text_gt_wo_char
A fourth lifts its rear.,A fourth lifts its rear.
A fifth nestles Amanda leg.,A fifth nestles her leg.
They see the sixth bird running into a wall.,They see the sixth bird running into a wall.
"It stumbles back, then does it two more times.","It stumbles back, then does it two more times."
Amanda eyes widen.,Her eyes widen.
Popper touches his arm.,He touches his arm.
Amanda nods skeptically.,She nods skeptically.
Billy chases a penguin out of the room.,He chases a penguin out of the room.
His sister and the other birds follow.,They follow.
In the kitchen.,In the kitchen.
two penguins nuzzle in a refrigerator drawer.,Two penguins nuzzle in a refrigerator drawer.
Popper cracks open the door.,He cracks open the door.
Nat spots one.,He spots one.
"Popper points at the cake, then backs into the hall.","He points at the cake, then backs into the hall."
"As Popper heads back inside, Nat makes a call.","As he heads back inside, he makes a call."
In the apartment.,In the apartment.
"as Billy hugs his father, the penguins gather at Popper legs.","As he hugs him, the penguins gather at their legs."
"Joining them, Nimrod trips.","Joining them, he trips."
"Later, a cab pulls up outside.","Later, a cab pulls up outside."
To Amanda,To her
Amanda hits him playfully.,She hits him playfully.
"Billy hugs him, then climbs into the cab.","He hugs him, then climbs into the cab."
His mother smiles at her ex.,His mother smiles at him.
Amanda enters the cab and it drives off.,She enters the cab and it drives off.
Popper grins at a passing man.,He grins at a passing man.
"Popper lies awake in bed, his eyes wide.","He lies awake in bed, his eyes wide."
Downstairs the penguins run in circles.,Downstairs they run in circles.
They see Popper on the staircase landing.,They see him on the staircase landing.
"Popper glares, then starts to walk away.","He glares, then starts to walk away."
Popper gives a crazed look.,He gives a crazed look.
Popper slaps off his alarm.,He slaps off his alarm.
then frowns at a sleeping penguin with its head against his arm.,then frowns at a sleeping penguin with its head against his arm.
Popper finds all of the birds in his bed.,He finds all of the birds in his bed.
As Stinky's tail feathers rise and fall on Nimrod's face.,As his tail feathers rise and fall on his face.
"the bird tries to shake them away, but rolls off the bed.","the bird tries to shake them away, but rolls off the bed."
"Now in the kitchen, Popper makes espresso.","Now in the kitchen, he makes espresso."
The penguins crowd him.,The penguins crowd him.
"As Popper stows a wine bottle, Bitey nips him.","As he stows a wine bottle, he nips him."
Popper spills his espresso.,He spills his espresso.
A penguin pecks at a remote.,A penguin pecks at a remote.
The bird hits buttons with its beak.,The bird hits buttons with its beak.
and the TV turns on.,and the TV turns on.
As the penguins move closer.,As they move closer.
Popper follows and sees Charlie Chaplin walking like a penguin.,He follows and sees him walking like a penguin.
"One penguin waddles, then turns imitating Chaplin","One penguin waddles, then turns imitating him."
Popper gives a thoughtful look.,He gives a thoughtful look.
"Now wearing his suit and jacket, Popper passes the living room.","Now wearing his suit and jacket, he passes the living room."
and finds the penguins still mesmerized by Chaplin,and finds them still mesmerized by him
Popper leaves.,He leaves.
"Now at work, Popper and Pippi hurry up a staircase.","Now at work, they hurry up a staircase."
Pippi hands him an invite.,She hands him an invite.
Popper grins.,He grins.
His bosses leave.,They leave.
Pippi reads.,She reads.
Popper reads from the printout.,He reads from the printout.
"At home, Popper keeps his balcony doors open.","At home, he keeps his balcony doors open."
Popper wears his coat as Popper feeds the penguins.,He wears his coat as he feeds the penguins.
His kids arrive.,They arrive.
Now at the park.,Now at the park.
Billy kicks a soccer ball.,He kicks a soccer ball.
while Popper sits with Janie on a bench.,while he sits with her on a bench.
The penguins crowd him.,The penguins crowd him.
"As Popper waves, the penguins take a step back.","As he waves, the penguins take a step back."
"Beside him, Janie texts on her cell.","Beside him, she texts on her cell."
and Popper gives a disappointed look.,and he gives a disappointed look.
The penguins find a pigeon amid them.,They find a pigeon amid them.
"It flies off, and Captain watches, its flippers flapping.","It flies off, and he watches, its flippers flapping."
Popper meets the penguins gaze.,He meets her gaze.
Captain flaps again.,He flaps again.
Captain looks down.,He looks down.
Popper catches the ball.,He catches the ball.
"Popper tosses it back, then joins Billy","He tosses it back, then joins him."
The penguins follow.,They follow.
Billy passes the ball.,He passes the ball.
As Popper kicks it back.,As he kicks it back.
the penguins play with them.,they play with them.
The ball rolls over to Janie,The ball rolls over to her.
Popper mimes texting.,He mimes texting.
Janie rolls her eyes.,He rolls her eyes.
Janie stands.,She stands.
Janie kicks the ball and it smashes Popper face.,She kicks the ball and it smashes his face.
Popper falls back.,He falls back.
The penguins imitate him.,The penguins imitate him.
"Later, tissue hangs from Popper nostril.","Later, tissue hangs from his nostril."
as Popper watches a family board an elevator.,as he watches a family board an elevator.
Daryl smiles.,He smiles.
Popper gives Daryl more cash.,He gives him more cash.
"Nimrod bumps into a wall, then waddles off alone.","He bumps into a wall, then waddles off alone."
Daryl counts his cash.,He counts his cash.
"Later, under blankets, the family watches Chaplin get blown across a snowy cabin.","Later, under blankets, the family watches he get blown across a snowy cabin."
Amanda enters with a penguin in her hands.,She enters with a penguin in her hands.
"Smiling, Amanda sits.","Smiling, she sits."
Amanda watches the Chaplin movie.,He watches her.
then grins at her ex-husband.,then grins at her.
Amanda steps around the couch and Popper follows.,She steps around the couch and he follows.
Amanda gives Janie a kiss.,She gives her a kiss.
Amanda hugs Billy,She hugs him.
"As Amanda turns to Popper they almost kiss, but hug instead.","As he turns to her they almost kiss, but hug instead."
Popper watches her step out.,He watches her step out.
The kids notice their father's lingering gaze.,The kids notice their father's lingering gaze.
Popper stands awkwardly.,He stands awkwardly.
Now the penguins sleep on Popper bed.,Now they sleep on their bed.
"Popper eyes them, brushing his teeth.",He brushes his teeth.
Popper wears a thick vest and gloves.,He wears a thick vest and gloves.
Now on his cell.,Now on his cell.
With an older woman.,With her.
Popper leads her to the penguins who watch Chaplin,He leads her to the penguins who watch him.
"The babysitter stares, then faces him plainly.","The babysitter stares, then faces him plainly."
Nighttime. Popper steps outside in a tuxedo and waves to hail a cab.,He steps outside in a tuxedo and waves to hail a cab.
"Popper drops his arm to his side, checks his watch, then marches off.","He drops his arm to his side, checks his watch, then marches off."
Crossing a row of street vendors Popper notices a five foot tall stuffed penguin standing at the end.,Crossing a row of street vendors he notices a five foot tall stuffed penguin standing at the end.
Popper reaches into his jacket and takes out his cell phone.,He reaches into his jacket and takes out his cell phone.
The babysitter sits on a remote control.,He sits on a remote control.
and the channel changes to a show featuring a sea lion.,and the channel changes to a show featuring a sea lion.
"Frightened, the penguins charge the babysitter.","Frightened, they charge him."
who runs out of the apartment leaving the front door open.,who runs out of the apartment leaving the front door open.
One penguin holds the door for the others as they leave.,One penguin holds the door for the others as they leave.
Nimrod bumps into the dresser on his way out.,He bumps into the dresser on his way out.
"In the lobby, Kent faces Daryl","In the lobby, he faces him."
Daryl sees the penguins leaving the elevator.,He sees them leaving the elevator.
Outside the penguins cross a wet sidewalk bordered by mounds of snow.,Outside they cross a wet sidewalk bordered by mounds of snow.
"They reach the curb, then hop onto the street and march off in single file.","They reach the curb, then hop onto the street and march off in single file."
"Now taxis drive past the Guggenheim, a white cylindrical building reminiscent of a beehive.","Now taxis drive past the building, a white cylindrical building reminiscent of a beehive."
Elegant guests gather inside the multitiered rotunda where Pippi hands Popper a bottle of Champaign.,Elegant guests gather inside the multitiered rotunda where they hand them a bottle of Champaign.
Pippi smiles in her elegant lavender gown.,She smiles in her elegant lavender gown.
"Meanwhile, the penguins pass the row of street vendors.","Meanwhile, they pass the row of street vendors."
Lovey slows to a stop on spotting the giant stuffed penguin.,He slows to a stop on spotting the giant stuffed penguin.
He bows.,He bows.
The white-chested penguin bears a black mark over his heart.,The white-chested penguin bears a black mark over his heart.
"As the penguin swoons, another approaches.","As the penguin swoons, another approaches."
Lovey follows the penguin off.,She follows him off.
"With their flippers up, the line of penguins walks past the Metropolitan Museum of Art.","With their flippers up, they walks past the Metropolitan Museum of Art."
At the Guggenheim.,At the Guggenheim.
a server brings Champaign.,a server brings Champaign.
The server leaves.,He leaves.
Popper unwraps his bottle and pops the cork.,He unwraps his bottle and pops the cork.
As an old man yawns.,As he yawns.
Pippi casually catches the cork before it enters his mouth.,He casually catches the cork before it enters his mouth.
"Popper watches Gundy go, then leans back on a railing next to a white-haired man.","He watches him go, then leans back on a railing next to a white-haired man."
"Sipping form a bottle, Popper eyes the man.","Sipping from a bottle, he eyes him."
"Popper holds the bottle as if pouring it into his ear, and spits Champaign.","He holds the bottle as if pouring it into his ear, and spits Champaign."
Popper tosses the bottle in a trash can.,He tosses the bottle in a trash can.
Popper heads off.,He heads off.
"Outside, Captain sniffs around, leading the group down a sidewalk en route to the Guggenheim.","Outside, he sniffs around, leading them down a sidewalk en route to the Guggenheim."
"Inside, our view roves up the museum's spiraling tiers.","Inside, our view roves up the museum's spiraling tiers."
Popper and Mrs. Gundy stand before a painting of a large black dot.,They stand before a painting of a large black dot.
Popper spots the penguins on a lower tier across the rotunda.,He spots them on a lower tier across the rotunda.
They spot him too.,They spot him too.
As they head up the spiral Popper watches them over her shoulder.,As they head up the spiral he watches them over her shoulder.
Popper escorts her to an elevator.,He escorts her to an elevator.
The penguins catch up.,They catch up.
Gundy and Popper step onboard and the elevator doors shut the penguins out.,They step onboard and the elevator doors shut the penguins out.
As Captain leads the group back down the spiral.,As he leads the group back down the spiral.
"he collides with a server's white barrel, spilling water onto the smooth floor.","he collides with a server's white barrel, spilling water onto the smooth floor."
"The penguins dive on their bellies, using the wet floor to slide down the long, sloping, continuous spiral.","The penguins dive on their bellies, using the wet floor to slide down the long, sloping, continuous spiral."
A man steps out of their way.,He steps out of their way.
Dancing with Gundy Popper looks up.,He looks up.
Pippi does the same.,She does the same.
"On their way down, the penguins trip a couple and rip off a woman's dress.","On their way down, they trip a couple and rip off her dress."
More patrons jump out of their way.,More patrons jump out of their way.
Popper looks over Gundy shoulder.,He looks over his shoulder.
"As a man tips over the railing, his date catches his leg.","As a man tips over the railing, his date catches his leg."
Popper waves his hands in her face.,He waves his hands in her face.
Captain trips another server.,He trips another server.
"Spotting an elderly man with a walker, the penguin tucks in its flippers and shoots between his legs.","Spotting an elderly man with a walker, he tucks in its flippers and shoots between his legs."
Reaching a smooth silver sculpture.,Reaching a smooth silver sculpture.
the penguins launch into the air.,they launch into the air.
Popper shields Gundy view.,He shields her view.
as they all crash into a band.,as they all crash into them.
"The dancing patron's part, giving Mrs. Gundy a view of the penguins.",He watches her give him a view of the penguins.
"Bitey bites a server's leg, Lovey hugs a woman, and Stinky farts.","He bites a server's leg, he hugs a woman, and he farts."
Popper points out a woman in a black and white dress.,He points out a woman in a black and white dress.
Captain spots Popper who tries to slip out.,He spots him who tries to slip out.
Mrs. Gundy sees the penguins chasing Popper to the exit.,She sees him chasing them to the exit.
"Squinting after them, Mrs. Gundy leans back.","Squinting after them, she leans back."
"Later, a taxi arrives at Popper apartment building.","Later, a taxi arrives at his apartment building."
Popper steps out of the cab.,He steps out of the cab.
"Single file, the penguins follow him inside.","Single file, the penguins follow him inside."
Watching from a parked SUV.,Watching from a parked SUV.
Nat raises a cell phone to his ear.,He raises a cell phone to his ear.
Daytime at work.,At work.
Now at the apartment.,Now at the apartment.
Janie buries her face in her gloved hands.,She buries her face in her gloved hands.
Popper follows her to the elevator.,He follows her to the elevator.
They exit into the lobby.,They exit into the lobby.
Janie gets in an SUV and shuts the door.,She gets in an SUV and shuts the door.
Popper faces Amanda,He faces her.
Later in the bathroom.,Later in the bathroom.
Captain waddles near and nestles his beak against his leg.,He nestles his beak against his leg.
Popper looks up.,He looks up.
Popper picks the penguin up and it poops in the toilet.,He picks it up and it poops in the toilet.
Popper picks up another penguin and holds it over the toilet.,He picks up another penguin and holds it over the toilet.
Now in the living room.,Now in the living room.
"As Popper crosses the room, the penguins follow.","As he crosses the room, the penguins follow."
"Later, Popper studies a YouTube video showing trained penguins.","Later, he studies a YouTube video showing trained penguins."
"Now, kids hold onto a rope as they walk between two chaperones.","Now, kids hold onto a rope as they walk between two chaperones."
Popper passes with his penguins on a walking rope.,He passes with them on a walking rope.
At the dinner table Popper closes his eyes.,At the dinner table he closes his eyes.
"As Popper eats his dinner with chopsticks, the penguins eat from plates of fish.","As he eats his dinner with chopsticks, the penguins eat from plates of fish."
A few hop on the table.,A few hop on the table.
Now Popper leads his penguins across a footbridge.,Now he leads his penguins across a footbridge.
"Popper stops and allows them to walk between his legs, then waddles on after them.","He stops and allows them to walk between his legs, then waddles on after them."
Now Billy and Janie enter the apartment.,Now they enter the apartment.
"Standing in a row, Popper and the penguins dance in sync.","Standing in a row, they dance in sync."
Nimrod tips over.,He tips over.
Popper notices Janie checking a text message on her cell phone.,He notices her checking a text message on her cell phone.
"Later, at a clothing store, Popper and Billy sleep on a couch.","Later, at a clothing store, they sleep on a couch."
"A dress flips over a curtain rod, and an employee brings another one.","A dress flips over a curtain rod, and they bring another one."
"Janie steps out in a silver dress, her long hair draped over one shoulder.","She steps out in a silver dress, her long hair draped over one shoulder."
Popper and Billy sit up.,They sit up.
Popper beams.,He beams.
Janie turns to a mirror.,She turns to a mirror.
Billy pats his dad on the shoulder.,He pats him on the shoulder.
They enter the apartment.,They enter the apartment.
Janie crosses to the living room where the penguins gather around a scattering of stones from a hearth.,She crosses to the living room where the penguins gather around a scattering of stones from a hearth.
Janie kneels on the floor.,She kneels on the floor.
A penguin backs up to reveal an egg.,A penguin backs up to reveal an egg.
Popper crouches down to find another egg.,He crouches down to find another egg.
Lovey wanders off.,She wanders off.
"The penguin turns back, then scurries out as Billy joins them.","The penguin turns back, then scurries out as he joins them."
Popper steps aside and makes a phone call.,He steps aside and makes a phone call.
Amanda sits at a restaurant.,She sits at a restaurant.
"Now, Popper answers the door for her and Rick","Now, he answers the door for her and him."
Rick approaches a penguin.,He approaches a penguin.
The penguin bites his hand.,He bites his hand.
Bitey leaves and another penguin approaches.,Bitey leaves and another penguin approaches.
"Loudy charges, beak wide open.","It charges, beak wide open."
Rick backs to the door.,He backs to the door.
Amanda shakes her head.,She shakes her head.
Popper urges a penguin back to reveal her egg.,He urges her back to reveal her egg.
Janie and Billy leave them.,They leave them.
Amanda points to a penguin sitting on the snow globe.,She points to a penguin sitting on the snow globe.
Popper rubs his chest.,He rubs his chest.
Popper zips his fly.,He zips his fly.
Popper faces all the penguins.,He faces all the penguins.
Popper answers his cell.,He answers his cell.
Popper hangs up.,He hangs up.
Lovey exchanges a look with Captain.,He exchanges a look with her.
Now at Tavern on the Green.,Now at Tavern on the Green.
a hostess leads Popper and Amanda to the corner table.,A hostess leads them to the corner table.
"At a nearby table, Popper pulls a chair out for Amanda","At a nearby table, he pulls a chair out for her."
The hostess hands them menus.,She hands them menus.
Popper eyes the corner table.,He eyes the corner table.
"Popper forces a smile, then shoots the corner table another glance.","He forces a smile, then shoots the corner table another glance."
"Popper looks at the table again, and Amanda follows his tense gaze.","He looks at the table again, and she follows his tense gaze."
"In a flashback, young Popper sits at the table with his parents and opens a gift.","In a flashback, he sits at the table with them and opens a gift."
Amanda shakes her head at him.,She shakes her head at him.
"Later, Popper holds open the restaurant's door as Amanda walks outside.","Later, he holds open the restaurant's door as she walks outside."
Popper offers his arm and Amanda takes it.,He offers his arm and she takes it.
"As they head away, Mrs. Gundy watches from a window.","As they head away, she watches from a window."
Now the former couple ice skates on an outdoor rink.,Now they ice skate on an outdoor rink.
Popper faces her.,He faces her.
Popper trips.,He trips.
Falling back Popper pulls Amanda down with him.,Falling back he pulls her down with him.
Amanda lands on top of him.,She lands on top of him.
Popper holds her gaze.,He holds her gaze.
"Amanda gives him an unsure look, then smiles.","She gives him an unsure look, then smiles."
Now Popper wears a dreamy smile as Popper strolls the hall to his apartment.,Now he wears a dreamy smile as he strolls the hall to his apartment.
Popper finds Daryl standing in his open doorway.,He finds him standing in his open doorway.
"Drawing closer, Popper sees Nat inside feeding the penguins.",He sees him inside feeding the penguins.
Popper grabs the sandwich.,He grabs the sandwich.
"As Nat dangles a fish, Nimrod trips out of the cheese drawer and waddles over.","As he dangles a fish, he trips out of the cheese drawer and waddles over."
"The others flock to the zookeeper, including Captain who leaves Popper side.","The others flock to him, including he who leaves him side."
Popper gives them a sulky look.,He gives them a sulky look.
"Daytime, at a fish market.","Daytime, at a fish market."
Pippi scoops up fish.,She scoops up fish.
Popper lifts a fish to his nose.,He lifts a fish to his nose.
"Later, Popper shovels snow from his terrace into his apartment.","Later, he shovels snow from his terrace into his apartment."
HIs kids arrive and gape at the snow covered living room.,His kids arrive and gape at the snow covered living room.
Popper spots them.,He spots them.
Janie hits him with a snowball.,She hits him with a snowball.
Popper throws a snowball at his son.,He throws a snowball at him.
Kent steps into the doorway.,He steps into the doorway.
and sees Popper slipping in the snow as Popper grabs his son.,and sees him slipping in the snow as he grabs his son.
Billy puts snow down Popper pants.,He puts snow down his pants.
"Using his phone, Kent films as Popper fills Janie hood with snow, then pushes it over her head.","Using his phone, he films as he fills her hood with snow, then pushes it over her head."
Kent smiles.,He smiles.
Popper looks over.,He looks over.
Bitey nips Kent leg.,He nips him leg.
Kent drops his phone.,He drops his phone.
"Carrying it in its beak, the penguin drops the cell in a tub of ice water.","Carrying it in its beak, he drops the cell in a tub of ice water."
"In the tub, Stinky glances at rising water bubbles.","In the tub, he glances at rising water bubbles."
At dawn.,At dawn.
"Wrapped in comforters, they head into the living area.","Wrapped in comforters, they head into the living area."
An egg begins to hatch.,An egg begins to hatch.
"Sitting between his kids, Popper wraps his arms around them.",He wraps his arms around them.
They watch as the egg's crack grown larger.,They watch as the egg's crack grown larger.
The bird's head pops out.,Its head pops out.
Popper holds his kids tighter as Popper gazes at the tiny bird.,He holds his kids tighter as he gazes at the tiny bird.
Another baby emerges from its egg.,Another baby emerges from its egg.
"Stepping out of its egg, the baby trips.","Stepping out of its egg, it trips."
"Grinning, Janie shoots her dad a tearful glance.","Grinning, he shoots her a tearful glance."
The family notices Captain staring at an unhatched egg.,The family notices he staring at an unhatched egg.
The bird nudges it with its beak.,The bird nudges it with its beak.
"In the snow covered apartment, Janie builds a snowman.","In the snow covered apartment, she builds a snowman."
"Billy ice skates from room to room, and Popper chases him with a hockey stick.","He ice skates from room to room, and he chases him with a hockey stick."
Popper hockey stops in front of Janie,Popper hockey stops in front of her.
Janie throws a snowball at him.,She throws a snowball at him.
"As Amanda arrives, Nimrod tumbles down a slide covering the stairs.","As she arrives, he tumbles down a slide covering the stairs."
Amanda gapes at the scene.,She gapes at the scene.
Amanda cocks her head at the unhatched egg.,She cocks her head at the unhatched egg.
Popper pushes her back with his stick.,He pushes her back with his stick.
"Later, outside the elevator, Popper play-punches Billy","Later, outside the elevator, he play-punches him."
"As the elevator closes with his family inside, Popper smiles and waves.","As the elevator closes with his family inside, he smiles and waves."
"Back in his apartment, Captain glances at the two baby penguins.","Back in his apartment, he glances at the two baby penguins."
Popper blows on his hands.,He blows on his hands.
Nighttime.,Nighttime.
Amanda drifts off on the phone.,She drifts off on the phone.
Popper stares at the unhatched egg.,He stares at the unhatched egg.
Popper sleeps curled up on the floor.,He sleeps curled up on the floor.
facing the unhatched egg in Captain's rocky nest.,facing the unhatched egg in his rocky nest.
Popper wakes up and furrows his brow.,He furrows his brow.
Answering the door Popper finds Pippi and his bosses.,He finds her and his bosses.
Yates pushes his way inside.,He pushes his way inside.
"Popper brushes some snow off a couch and sits, crossing his legs casually.","He brushes some snow off a couch and sits, crossing his legs casually."
Reader approaches Captain's egg.,He approaches his egg.
Popper blocks him.,He blocks him.
Crouching Popper reaches for the unhatched egg.,He reaches for the unhatched egg.
then turns to his bosses.,then turns to his bosses.
Franklin gives a resigned look.,He gives a resigned look.
Popper eyes remain on the egg.,Popper eyes remain on the egg.
"As the men head out, Pippi blinks bewilderedly.","As they head out, she blinks bewilderedly."
Franklin pats his back.,He pats his back.
Popper waves.,He waves.
Now Popper wipes snow off his laptop and opens it.,Now he wipes snow off his laptop and opens it.
On Google's search page Popper types:.,On Google's search page he types:
"Later, on his terrace, Popper builds a small covering with wooden beams with blankets draped across them.","Later, on his terrace, he builds a small covering with wooden beams with blankets draped across them."
"Popper places the egg underneath, in a rock nest snuggled within a blanket.","He places the egg underneath, in a rock nest snuggled within a blanket."
Popper sits on the terrace.,He sits on the terrace.
His back propped against one of the covering's six foot legs and stares at the unhatched egg.,His back propped against one of the covering's six foot legs and he stares at the unhatched egg.
Popper heats a spoon on a turbine vent.,He heats a spoon on a turbine vent.
then glances at the egg as Popper eats from a pot.,then glances at the egg as he eats from a pot.
His hands hover around the egg.,His hands hover around the egg.
Popper lifts his hands from the egg and stares with devastated eyes.,He stares with devastated eyes.
"Sitting back, Popper clutches himself.","Sitting back, he clutches himself."
Nat crouches over the egg and presses a stethoscope to it.,He crouches over the egg and presses a stethoscope to it.
Standing nearby.,Standing nearby.
Popper watches as the zookeeper listens carefully.,He watches him listen carefully.
"Nat lifts his gaze to the rugged, unshaven man and shakes his head.","He lifts his gaze to the rugged, unshaven man and shakes his head."
"Popper shoulders heave, and Popper gives an anguished look.","His shoulders heave, and he gives an anguished look."
"With a final glance at the egg, Popper trudges off.","With a final glance at the egg, he trudges off."
"Later, Popper stands on the terrace with his back to the open doorway.","Later, he stands on the terrace with his back to the open doorway."
"Behind him, in the apartment, the penguins cluster together and watch him.","Behind him, in the apartment, the penguins cluster together and watch him."
Nat approaches.,He approaches.
Popper continues to stare off.,He continues to stare off.
The penguin owner shifts his sad eyes.,He shifts his sad eyes.
"Turning slightly Popper gives Nat a nod, then faces the city again.","Turning slightly he gives her a nod, then faces the city again."
Nat smiles.,He smiles.
"As Nat crouches in front of the penguins, they move a few steps away.","As he crouches in front of the penguins, they move a few steps away."
Popper backs into the apartment and pulls the terrace door shut.,He backs into the apartment and pulls the terrace door shut.
Now in the boardroom at Reader and Yates a young man displays a photo of the Statue of Liberty with a similar statue right next to it.,Now in the boardroom at Reader and Yates he displays a photo of the Statue of Liberty with a similar statue right next to it.
Franklin watches them leave.,He watches them leave.
"Later, outside the apartment.","Later, outside the apartment."
Billy races into the apartment and finds it returned to its original state.,He races into the apartment and finds it returned to its original state.
His smile fades as Billy gazes around the immaculate living room.,His smile fades as he gazes around the immaculate living room.
Billy turns to Popper,He turns to her.
Janie blinks back tears.,She blinks back tears.
Janie turns away.,She turns away.
"As Billy follows her upstairs, Amanda watches.","As he follows her upstairs, he watches."
then turns to her ex-husband.,then turns to her ex-husband.
Popper sits.,He sits.
Amanda gives a wounded look.,She gives a wounded look.
Amanda heads to the door.,She heads to the door.
Amanda glares at the back of his head.,He glares at the back of his head.
"Without turning, Popper nods.","Without turning, he nods."
"As Amanda storms out of the apartment, Popper stares with a frown.","As she storms out of the apartment, he stares with a frown."
"Later, Popper gazes sadly at his laptop as Popper clicks through photos of the penguins.","Later, he gazes sadly at his laptop as he clicks through photos of the penguins."
Lovey stands in some snow.,She stands in some snow.
"In another, two penguins look down at their egg.","In another, two penguins look down at their egg."
"Riding in a limo, Pippi makes a call.",She makes a call.
"In his apartment, Popper drops his keys.","In his apartment, he drops his keys."
Popper lowers himself onto his hands and knees and peers under the dresser.,He lowers himself onto his hands and knees and peers under the dresser.
His keys sit in front of the envelope from inside Captain's crate.,His keys sit in front of the envelope from inside his crate.
"Furrowing his brow, Popper slides the envelope out.",He slides the envelope out.
and stares at the handwritten name on its front.,and stares at the handwritten name on its front.
with a wistful look.,with a wistful look.
Popper stands.,He stands.
and slips his finger under the envelope's flap.,and slips his finger under the envelope's flap.
Opening it.,Opening it.
Popper pulls out a letter.,He pulls out a letter.
and reads.,and reads.
Popper swallows.,They swallow.
"As Popper lifts his gaze toward the second floor, his face hardens in a resolute look.","As he lifts his gaze toward the second floor, his face hardens in a resolute look."
Now Popper leads Billy and Janie to the limo.,Now he leads them to the limo.
Popper climbs in after them.,He climbs in after them.
The kids high-five.,They high-five.
"Now at the press conference, Mrs. Gundy stands at a podium.","Now at the press conference, she stands at a podium."
"In the limo, Popper nods at Janie","In the limo, he nods at her."
Popper leans closer.,He leans closer.
Janie offers him her phone.,She offers him her phone.
"With a smile, Popper takes the phone and dials.","With a smile, he takes the phone and dials."
then lifts it to his ear.,then lifts it to his ear.
"In a cab, Amanda sits with Rick","In a cab, she sits with him."
Popper looks at his kids.,He looks at his kids.
They nod.,They nod.
Amanda smiles sadly.,She smiles sadly.
Janie grins at her brother.,He grins at his sister.
"In the cab, Amanda lowers the phone with a thoughtful look.","In the cab, she lowers the phone with a thoughtful look."
Amanda glances at Rick,He glances at him.
Now at the zoo's ticket booth.,Now at the zoo's ticket booth.
The Poppers enter the cavern-like penguin exhibit.,They enter the cavern-like penguin exhibit.
"They burst into Nat office, and find him on the phone.","They burst into his office, and find him on the phone."
Mr. Popper opens a holding tank.,He opens a holding tank.
Bitey nips at Nat finger.,He nips at her finger.
"Luring the birds with sardines, Nat steps into the holding tank.","Luring the birds with sardines, he steps into the holding tank."
Mr. Popper shuts him in.,He shuts him in.
"Later, in a veterinary lab, Popper finds a stack of surgical masks.","Later, in a veterinary lab, he finds a stack of surgical masks."
In SOMEONE's office.,In his office.
a guard opens the tank door.,a guard opens the tank door.
Zoo-goers hustle away from the masked family.,They hustle away from them.
"Popper points to a door, but Nat emerges.","He points to a door, but she emerges."
Amanda swivels his pointed arm.,He swivels his pointed arm.
"Removing their masks, the Poppers walk nonchalantly into a gift shop.","Removing their masks, they walk nonchalantly into a gift shop."
followed by the penguins in single file.,followed by them in single file.
Nimrod bumps into a fixture and stumbles.,He bumps into a fixture and stumbles.
bringing up the rear.,bringing up the rear.
Captain gets her webbed foot twisted in a kite string dangling from a high shelf.,She gets her webbed foot twisted in a kite string dangling from a high shelf.
She turns in a circle becoming entwined.,She turns in a circle becoming entwined.
A basketball tumbles from the shelf and knocks her to the floor.,A basketball tumbles from the shelf and knocks her to the floor.
"Two guards, armed with nets, spire from the entrance.","Two guards, armed with nets, spire from the entrance."
Captain flees with a colorful kite strapped to her back.,She flees with a colorful kite strapped to her back.
which knocks toys off display shelves as she runs past.,which knocks toys off display shelves as she runs past.
She escapes into an elevator.,She escapes into an elevator.
"Outside, Pippi paces by the limo.","Outside, she paces by the limo."
"Nearby, a big guard intercepts a mother and daughter trying to leave the zoo.","Nearby, a big guard intercepts them as they try to leave the zoo."
Pippi checks her cell phone.,She checks her cell phone.
A text from Mr. Popper reads: Produce a perturbance!.,A text from him reads: Produce a perturbance!
Pippi eyes her boss lingering in a doorway.,He eyes him lingering in a doorway.
Pippi gives him a nod.,She gives him a nod.
"then strides toward the guard, swoons, and falls on her back.","then strides toward the guard, swoons, and falls on her back."
The Poppers sneak out.,They sneak out.
The family nears the guard crouching over Pippi,The family nears the guard crouching over her.
Nat turns a corner and spots the Poppers,He turns a corner and spots them.
As the group races to the limo.,As the group races to the limo.
Pippi wrestles the big guard to the ground.,She wrestles him to the ground.
Nat swings a catch pole and misses.,He swings a catch pole and misses.
"Mr. Popper closes and latches the zoo's gates, locking him inside.","He closes and latches the zoo's gates, locking him inside."
They see Captain sliding down to the edge of a high rooftop.,They see him sliding down to the edge of a high rooftop.
The two guards follow close behind.,The two guards follow close behind.
She peers at the ground below.,She peers at the ground below.
"Flapping her flippers, she steps to the precipice.","Flapping her flippers, she steps to the precipice."
She jumps! As she plummets head first toward the ground.,She jumps! As she plummets head first toward the ground.
the kite on her back spreads like wings and she soars into the air.,On her back the kite spreads like wings and she soars into the air.
"Mr. Popper fearfully opens his eyes, and gapes.","He fearfully opens his eyes, and gapes."
As she soars over Nat Nat readies his catch-pole.,As she soars over Nat he readies his catch-pole.
Mr. Popper grabs it and pulls it through the bars of the gate.,He grabs it and pulls it through the bars of the gate.
Popper tightens the cable loop around Nat wrists.,He tightens the cable loop around her wrists.
Captain swoops to the limo and drops into its open sunroof.,He swoops to the limo and drops into its open sunroof.
"With the pole, Popper shoves Nat hands into his face.","With the pole, he shoves him hands into his face."
"Popper anchors the pole, securing the Nat bound hands between the bars.","He anchors the pole, securing the Nat bound hands between the bars."
Popper leaves.,He leaves.
In the limo.,In the limo.
The big guard helps free Nat,He helps free her.
